"JID","batch","feather_id","feather_id_new","feather_year_sampled","feather_date","box","BTO","feather_length","feather_weight","extraction_weight_g","extraction_weight_mg","extraction_volume_ml","evaporation_volume_ml","assaybuffer_ml","dilution","CORT_pg.mL","CORT_pg.dL","CORT_pg.mg","CORT_pg.mg.1","site","sex","bite","box_year","feather_year_grown","year_diff","age_2022","age","JID_year_before","JID_year_grown","JID_year_sampled","tarsus_year_before","weight_year_before","tarsus_year_grown","weight_year_grown","tarsus_year_sampled","weight_year_sampled","tarsus","weight","box_grown","box_grown_year","box_owner_grown","partner_yr_before","partner_yr_grown","partner_yr_sampled","pair_ID_yr_before","pair_ID","pair_ID_year","clutch_size","fledge_nr","fledge_weight","pbvid","body_cond","body_cond_binary","body_cond_binary_num","sex_num","pbvid_mean","pair_ID2","box_density","box_density_cat","mean_tarsus","pair_ID_year2","mean_weight","mean_body_cond","pair_ID_yr_sampled2","feather_year_before","pair_ID_yr_before2","pbvid_mean_yr_before","pbvid_mean_yr_grown","pbvid_mean_yr_sampled","paired_year","repaired_year","feather_year_grown_paired","feather_year_grown_repaired","partner_samediff1","partner_samediff2","partner_samediff3","partner_same","disturbance","body_cond_early","brood_size_early","site_early","site_change","body_cond_c","age_c","body_cond_noNA","pair_ID_yr_sampled","pbvid_mean_c","visit_number","visit_duration","degree","eigenvector","betweenness","strength","mean_strength","closeness","transitivity","pc1","pc2","visit_nr_own_box","visit_nr_prospect"
"J2701","B",6,"B6",2023,"18/05/2023","Z31","EZ62561",11.1,0.085,0.076,76,3,2,0.25,1,656.8,0.0657,3.24,3.24,"Z","F",0,"Z31_2023",2022,0,5,5,"J2701_2021","J2701_2022","J2701_2023",NA,NA,NA,NA,43.3,203.7,43.3,203.7,NA,"NA_2022","non-owner",NA,NA,"J2396",NA,NA,"NA_2022",NA,NA,NA,NA,-33.8478468580322,"negative",0,0,NA,NA,NA,NA,42.9,"NA_2022",199.1,-31.5685113485078,"J2701J2396_2023",2021,"NA_2021",NA,NA,NA,2020,NA,2,NA,1,1,1,3,"Medium",3.153588284,2,"Z","same_site",-33.8348853240074,0.144578313253012,-33.8478468580322,"J2701 J2396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J2941","B",4,"B4",2023,"25/06/2023","Y26","EA78777",12.4,0.1122,0.103,103,3,2,0.25,1,898.4,0.0898,3.27,3.27,"Y","M",3.66666666666667,"Y26_2023",2022,0,7,7,"J2941_2021","J2941_2022","J2941_2023",NA,NA,NA,NA,45.6,257.2,45.6,257.2,"Y26","Y26_2022","owner","J2952","J2952","J2952","J2952 J2941","J2952 J2941","J2952 J2941_2022",5,3,594.2,0.028,4.01386790152402,"positive",1,1,0.028,"J2952J2941",2,"Low",45.325,"J2952J2941_2022",255.2625,4.55323544544944,"J2952J2941_2023",2021,"J2952J2941_2021",NA,0.028,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,4.02682943554888,2.14457831325301,4.01386790152402,"J2952 J2941",-0.0514022671137624,742,5.90355391097519,105,0.827402778015252,353,3.04706100130559,0.0290196285838628,0.213029828164743,0.497069597069597,-3.63508864910801,1.68382422108205,2354,106
"J2969","B",47,"B47",2023,"09/04/2023","Z41","EZ62569",10.9,0.0847,0.0782,78.2,3,1.5,0.25,1,478,0.0478,3.06,3.06,"Z","F",1.5,"Z41_2023",2022,0,5,5,"J2969_2021","J2969_2022","J2969_2023",NA,NA,NA,NA,43.4,254.6,43.4,254.6,"Z41","Z41_2022","owner","J2331","J2331","J2331","J2969 J2331","J2969 J2331","J2969 J2331_2022",5,0,NA,0.046,16.3722276967311,"positive",1,0,0.046,"J2969J2331",0,"Low",43.7,"J2969J2331_2022",222.85,-7.8470852427434,"J2969J2331_2023",2021,"J2969J2331_2021",NA,0.046,NA,2020,NA,2,NA,1,1,1,3,NA,-15.86827646,2,"Z","same_site",16.3851892307559,0.144578313253012,16.3722276967311,"J2969 J2331",-0.0334022671137624,44,4.41650000485507,53,0.0399151120903758,6,1.4013921168269,0.0264413606948471,0.187110907491531,0.756168359941945,0.244443829730916,0.5373872170353,1899,229
"J3283","B",61,"B61",2023,"27/05/2023","Y03","EZ62832",9.9,0.0724,0.0701,70.1,3,1.5,0.25,1,592.2,0.0592,4.22,4.22,"Y","F",1.4,"Y03_2023",2022,0,4,4,"J3283_2021","J3283_2022","J3283_2023",NA,NA,43.4,273,42.5,241.9,42.95,257.45,"Y03","Y03_2022","owner",NA,"J4666","J4666",NA,"J3283 J4666","J3283 J4666_2022",2,0,NA,NA,22.2818922002961,"positive",1,0,NA,"J3283J4666",3,"Medium",42.5833333333333,"J3283J4666_2022",223.35,9.49365933347489,"J3283J4666_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",-5.609151054,2,"Y","same_site",22.294853734321,-0.855421686746988,22.2818922002961,"J3283 J4666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,381
"J3326","B",57,"B57",2023,"06/06/2023","X23","EZ62929",11,0.0855,0.079,79,3,1.5,0.25,1,723.7,0.0724,4.58,4.58,"X","F",NA,"X23_2023",2022,0,4,4,"J3326_2021","J3326_2022","J3326_2023",NA,NA,NA,NA,40.8,203.6,40.8,203.6,NA,"NA_2022","non-owner",NA,NA,"UNM6.X23.23",NA,NA,"NA_2022",NA,NA,NA,NA,-16.9497107271152,"negative",0,0,NA,NA,NA,NA,40.8,"NA_2022",203.6,-14.3089752106634,"J3326UNM6.X23.23_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"",7.908340745,3,"Z","diff_site",-16.9367491930903,-0.855421686746988,-16.9497107271152,"J3326 UNM6.X23.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J3342","B",50,"B50",2023,"10/04/2023","NO","EZ62921",11.2,0.0973,0.0965,96.5,3,1.5,0.25,1,592.2,0.0592,3.07,3.07,"Z","M",3,"NO_2023",2022,0,4,4,"J3342_2021","J3342_2022","J3342_2023",NA,NA,NA,NA,42.6,244.2,42.6,244.2,NA,"NA_2022","non-owner",NA,NA,"UNMARKED",NA,NA,"NA_2022",NA,NA,NA,NA,11.4116312586245,"positive",1,1,NA,NA,NA,NA,42.6,"NA_2022",244.2,13.243395879061,"UNMARKEDJ3342_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,10.33533746,2,"Z","same_site",11.4245927926494,-0.855421686746988,11.4116312586245,"UNMARKED J3342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J3461","B",27,"B27",2023,"06/06/2023","X25","EZ62871",10.6,0.0815,0.0791,79.1,3,1.5,0.25,1,749.3,0.0749,4.74,4.74,"X","M",0,"X25_2023",2022,0,6,6,"J3461_2021","J3461_2022","J3461_2023",NA,NA,NA,NA,43.7,252,43.7,252,"X25","X25_2022","owner","J2964","J4949","J4949","J2964 J3461","J4949 J3461","J4949 J3461_2022",4,2,428,NA,11.732451361021,"positive",1,1,NA,"J4949J3461",2,"Low",44.5,"J4949J3461_2022",250.35,5.62089869599242,"J4949J3461_2023",2021,"J2964J3461_2021",NA,NA,NA,2019,2022,3,0,2,1,2,5,"",NA,NA,NA,NA,11.7454128950459,1.14457831325301,11.732451361021,"J4949 J3461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J3467","B",33,"B33",2023,"16/05/2023","Y09","EZ62773",11.7,0.1006,0.0869,86.9,3,1.5,0.25,1,584.6,0.0585,3.36,3.36,"Y","M",0,"Y09_2023",2022,0,5,5,"J3467_2021","J3467_2022","J3467_2023",NA,NA,NA,NA,45.2,258.3,45.2,258.3,"Y09","Y09_2022","owner","J2403","J2403","J2403","J2403 J3467","J2403 J3467","J2403 J3467_2022",3,0,NA,NA,7.83356968247076,"positive",1,1,NA,"J2403J3467",2,"Low",46.4,"J2403J3467_2022",248.5,8.49682078644081,"J2403J3467_2023",2021,"J2403J3467_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,7.84653121649562,0.144578313253012,7.83356968247076,"J2403 J3467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"J3470","B",24,"B24",2023,"15/04/2023","X35","EZ62794",12,0.1088,0.0979,97.9,3,1.5,0.25,1,993.1,0.0993,5.07,5.07,"X","M",1,"X35_2023",2022,0,6,6,"J3470_2021","J3470_2022","J3470_2023",NA,NA,NA,NA,43.6,266.4,43.6,266.4,"X35","X35_2022","owner","J3479","J3479","J3479","J3479 J3470","J3479 J3470","J3479 J3470_2022",5,2,305,NA,26.8123768062577,"positive",1,1,NA,"J3479J3470",3,"Medium",43.6,"J3479J3470_2022",257.5,19.2947131511302,"J3479J3470_2023",2021,"J3479J3470_2021",NA,NA,NA,2019,NA,3,NA,1,1,1,3,"",NA,NA,NA,NA,26.8253383402825,1.14457831325301,26.8123768062577,"J3479 J3470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J3479","B",10,"B10",2023,"15/04/2023","X35","EZ62847",10.7,0.0869,0.074,74,3,1.5,0.25,1,618.4,0.0618,4.18,4.18,"X","F",0,"X35_2023",2022,0,6,6,"J3479_2021","J3479_2022","J3479_2023",NA,NA,NA,NA,41.3,252.1,41.3,252.1,"X35","X35_2022","owner","J3470","J3470","J3470","J3479 J3470","J3479 J3470","J3479 J3470_2022",5,2,305,NA,28.1506620467014,"positive",1,0,NA,"J3479J3470",3,"Medium",41.3,"J3479J3470_2022",228.8,7.26668342537118,"J3479J3470_2023",2021,"J3479J3470_2021",NA,NA,NA,2019,NA,3,NA,1,1,1,3,"",NA,NA,NA,NA,28.1636235807263,1.14457831325301,28.1506620467014,"J3479 J3470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J3508","B",58,"B58",2023,"18/05/2023","Z45","EZ62980",11.2,0.0917,0.08,80,3,1.5,0.25,1,750.6,0.0751,4.69,4.69,"Z","F",1,"Z45_2023",2022,0,5,5,"J3508_2021","J3508_2022","J3508_2023",NA,NA,NA,NA,43.1,231.1,43.1,231.1,"Z45","Z45_2022","owner","J2783","J2783","J2783","J3508 J2783","J3508 J2783","J3508 J2783_2022",6,2,743,NA,-5.0879959675589,"negative",0,0,NA,"J3508J2783",1,"Low",43.525,"J3508J2783_2022",221.875,-13.4134006368583,"J3508J2783_2023",2021,"J3508J2783_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,-5.07503443353404,0.144578313253012,-5.0879959675589,"J3508 J2783",NA,10,1.22260000705719,10,0.00269091715874314,0,0.330659372191354,0.0330659372191354,0.20177329254993,0.933333333333333,1.86254740423767,-0.403873094561148,NA,37
"J3693","B",15,"B15",2023,"09/04/2023","Y17","EY24307",11.7,0.1023,0.0947,94.7,3,1.5,0.25,1,589.2,0.0589,3.11,3.11,"Y","M",1,"Y17_2023",2022,0,5,5,"J3693_2021","J3693_2022","J3693_2023",NA,NA,NA,NA,44,260.1,44,260.1,"Y14","Y14_2022","owner","J1325","J1325","J5090","J1325 J3693","J1325 J3693","J1325 J3693_2022",5,3,492.5,0.158,17.792675025311,"positive",1,1,0.158,"J1325J3693",NA,NA,44.25,"J1325J3693_2022",246.6,3.68306937797516,"J5090J3693_2023",2021,"J1325J3693_2021",NA,0.158,NA,NA,2023,NA,-1,1,2,2,5,"Low",NA,NA,NA,NA,17.8056365593358,0.144578313253012,17.792675025311,"J5090 J3693",0.0785977328862376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287,1
"J3702","B",7,"B7",2023,"13/04/2023","Z06","EY24317",11.3,0.0951,0.0813,81.3,3,2,0.25,1,843.8,0.0844,3.89,3.89,"Z","M",2,"Z06_2023",2022,0,3,3,"J3702_2021","J3702_2022","J3702_2023",NA,NA,NA,NA,45.3,252.6,45.3,252.6,NA,"NA_2022","non-owner",NA,"J3715","J3715",NA,"J3715 J3702","J3715 J3702_2022",NA,NA,NA,NA,1.4536442372341,"positive",1,1,NA,"J3715J3702",NA,NA,45.3,"J3715J3702_2022",252.6,2.07195251364775,"J3715J3702_2023",2021,"NA_2021",NA,NA,NA,2022,NA,0,NA,1,1,1,3,"Low",-23.05877154,3,"Z","same_site",1.46660577125896,-1.85542168674699,1.4536442372341,"J3715 J3702",NA,1,1.25899982452393,3,0.000724480449759308,0,0.059430104778942,0.019810034926314,0.11529488214739,1,2.95496661807155,1.20227393356503,NA,270
"J3715","B",45,"B45",2023,"13/04/2023","Z06","EY24330",11.2,0.0859,0.0835,83.5,3,1.5,0.25,1,637.6,0.0638,3.82,3.82,"Z","F",NA,"Z06_2023",2022,0,3,3,"J3715_2021","J3715_2022","J3715_2023",NA,NA,NA,NA,43.3,248.4,43.3,248.4,NA,"NA_2022","non-owner",NA,"J3702","J3702",NA,"J3715 J3702","J3715 J3702_2022",NA,NA,NA,NA,10.8521531419678,"positive",1,0,NA,"J3715J3702",NA,NA,43.3,"J3715J3702_2022",248.4,12.3693179695095,"J3715J3702_2023",2021,"NA_2021",NA,NA,NA,2022,2023,0,-1,1,1,1,3,"Low",-37.40915105,3,"Z","same_site",10.8651146759926,-1.85542168674699,10.8521531419678,"J3715 J3702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378
"J3899","B",48,"B48",2023,"17/06/2023","Y02","EA78532",11.2,0.0881,0.0839,83.9,3,1.5,0.25,1,596.9,0.0597,3.56,3.56,"Y","F",0,"Y02_2023",2022,0,5,5,"J3899_2021","J3899_2022","J3899_2023",NA,NA,NA,NA,42.2,213.6,42.2,213.6,NA,"NA_2022","non-owner","J2488",NA,"J2488","J3899 J2488",NA,"NA_2022",NA,NA,NA,NA,-16.4686669604288,"negative",0,0,NA,NA,NA,NA,42.65,"NA_2022",216.15,-15.1690382573356,"J3899J2488_2023",2021,"J3899J2488_2021",NA,NA,NA,2021,NA,1,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-16.4557054264039,0.144578313253012,-16.4686669604288,"J3899 J2488",NA,27,3.02311110496521,39,0.190215571353346,24,1.28001851957797,0.0328209876814865,0.225452022207839,0.723346828609986,-0.0931371633952873,-0.160693300523703,600,189
"J3987","B",12,"B12",2023,"17/06/2023","Y19","EA78622",11.5,0.0916,0.0889,88.9,3,1.5,0.25,1,1077.6,0.1078,6.06,6.06,"Y","F",0,"Y19_2023",2022,0,5,5,"J3987_2021","J3987_2022","J3987_2023",NA,NA,NA,NA,42.9,225.5,42.9,225.5,"Y19","Y19_2022","owner","UNM6.21.Y19","J4574","J4574","J3987 UNM6.21.Y19","J3987 J4574","J3987 J4574_2022",NA,NA,NA,NA,-9.3281450770855,"negative",0,0,NA,"J3987J4574",1,"Low",42.8285714285714,"J3987J4574_2022",230.7375,-1.87594588732315,"J3987J4574_2023",2021,"J3987UNM6.21.Y19_2021",NA,NA,NA,NA,NA,NA,NA,2,1,2,5,"Medium",NA,NA,NA,NA,-9.31518354306064,0.144578313253012,-9.3281450770855,"J3987 J4574",NA,126,7.73576191304222,56,0.352875995446564,2,1.6978795781427,0.0303192781811196,0.16560366115802,0.72012987012987,-0.384105253279675,1.47891656097449,NA,62
"J4109","B",30,"B30",2023,"27/05/2023","Y05","EY24333",10.4,0.0827,0.0778,77.8,3,1.5,0.25,1,650.5,0.0651,4.18,4.18,"Y","F",0.5,"Y05_2023",2022,0,2,2,"J4109_2021","J4109_2022","J4109_2023",NA,NA,43.4,212.2,43.8,229.1,43.6,220.65,NA,"NA_2022","non-owner",NA,NA,"J4111",NA,NA,"NA_2022",NA,NA,NA,NA,-18.9376231937423,"negative",0,0,NA,NA,NA,NA,43.6,"NA_2022",220.65,-10.555023394456,"J4109J4111_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",-3.027401874,2,"Y","same_site",-18.9246616597174,-2.85542168674699,-18.9376231937423,"J4109 J4111",NA,183,2.94346994910735,106,0.573844425323385,1813,2.7825955405105,0.0262509013255708,0.258951248991751,0.397843665768194,-4.04795075123833,-0.27493738748499,NA,106
"J4111","B",21,"B21",2023,"17/06/2023","Y05","EY24334",11.5,0.1017,0.0917,91.7,3,1.5,0.25,1,1169.2,0.1169,6.38,6.38,"Y","M",0,"Y05_2023",2022,0,2,2,"J4111_2021","J4111_2022","J4111_2023",NA,NA,45.8,254.3,NA,NA,45.8,254.3,NA,"NA_2022","non-owner",NA,NA,"J4109",NA,NA,"NA_2022",NA,NA,NA,NA,-0.245982988949296,"negative",0,1,NA,NA,NA,NA,45.6333333333333,"NA_2022",244.9,-6.45238885031768,"J4109J4111_2023",2021,"NA_2021",NA,NA,NA,2023,NA,-1,NA,1,1,1,3,"Medium",3.845601407,2,"Y","same_site",-0.233021454924438,-2.85542168674699,-0.245982988949296,"J4109 J4111",NA,114,1.8423070154692,73,0.32533456929804,233,1.65475751408572,0.0226679111518591,0.23258739953793,0.529299847792998,-1.62202470394028,0.118783838886579,NA,32
"J4521","B",41,"B41",2023,"17/06/2023","Y27","EA78845",11.3,0.0963,0.0938,93.8,3,1.5,0.25,1,1035.3,0.1035,5.52,5.52,"Y","M",2.4,"Y27_2023",2022,0,4,4,"J4521_2021","J4521_2022","J4521_2023",45.2,270.1,NA,NA,44.8,258.2,45,264.15,"Y27","Y27_2022","owner","J1056","J1056","J1056","J1056 J4521","J1056 J4521","J1056 J4521_2022",5,2,462.9,0.039,15.0434205729441,"positive",1,1,0.039,"J1056J4521",2,"Low",44.675,"J1056J4521_2022",262.15,16.1523792186045,"J1056J4521_2023",2021,"J1056J4521_2021",NA,0.039,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,15.056382106969,-0.855421686746988,15.0434205729441,"J1056 J4521",-0.0404022671137624,781,6.58377464754786,89,0.911785785684689,538,2.94427079342604,0.0330816943081578,0.236786987039633,0.588100102145046,-3.47685004319478,1.08219676298084,3235,36
"J4645","B",60,"B60",2023,"27/05/2023","Y22","EA78773",10,0.0704,0.0644,64.4,3,1.5,0.25,1,424.4,0.0424,3.3,3.3,"Y","F",0.666666666666667,"Y22_2023",2022,0,3,3,"J4645_2021","J4645_2022","J4645_2023",NA,NA,NA,NA,42,202.3,42,202.3,"Y22","Y22_2022","owner",NA,"J4646","J4646",NA,"J4645 J4646","J4645 J4646_2022",3,2,449.4,0.029,-26.4088160699554,"negative",0,0,0.029,"J4645J4646",2,"Low",42.0428571428571,"J4645J4646_2022",207.4,-19.5180523153775,"J4646J4645_2023",2021,"NA_2021",NA,0.029,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,-26.3958545359305,-1.85542168674699,-26.4088160699554,"J4646 J4645",-0.0504022671137624,855,9.57257895107158,116,0.847308377557406,3195,3.33231398797898,0.0287268447239567,0.256933505504472,0.426986506746627,-5.19238379236488,-0.315064857034369,1266,1
"J4646","B",14,"B14",2023,"17/06/2023","Y22","EA78774",11.8,0.0981,0.0975,97.5,3,1.5,0.25,1,783.8,0.0784,4.02,4.02,"Y","M",0.1,"Y22_2023",2022,0,3,3,"J4646_2021","J4646_2022","J4646_2023",NA,NA,NA,NA,45.2,256.9,45.2,256.9,"Y22","Y22_2022","owner",NA,"J4645","J4645",NA,"J4645 J4646","J4645 J4646_2022",3,2,449.4,0.029,6.43356968247073,"positive",1,1,0.029,"J4645J4646",2,"Low",44.7666666666667,"J4645J4646_2022",253.344444444444,6.6823610796553,"J4645J4646_2023",2021,"NA_2021",NA,0.029,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,6.44653121649559,-1.85542168674699,6.43356968247073,"J4645 J4646",-0.0504022671137624,1148,7.51069773614199,118,0.875250623080069,3707,3.50978455454261,0.0297439369029035,0.241735124639525,0.410401274808054,-5.40702338850212,-0.139717630957097,1257,9
"J4666","B",29,"B29",2023,"25/05/2023","Y03","EA78775",12.1,0.0978,0.0933,93.3,3,1.5,0.25,1,537.3,0.0537,2.88,2.88,"Y","M",1.4,"Y03_2023",2022,0,3,3,"J4666_2021","J4666_2022","J4666_2023",NA,NA,43.6,252.6,41.7,232.3,42.65,242.45,"Y03","Y03_2022","owner",NA,"J3283","J3283",NA,"J3283 J4666","J3283 J4666_2022",2,0,NA,NA,9.32166853600614,"positive",1,1,NA,"J3283J4666",3,"Medium",42.02,"J3283J4666_2022",229.82,3.0676318612609,"J3283J4666_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Medium",NA,NA,NA,NA,9.334630070031,-1.85542168674699,9.32166853600614,"J3283 J4666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342,205
"J4940","B",62,"B62",2023,"17/06/2023","Z38","EA78778",7,0.0446,0.0348,34.8,3,1.5,0.25,1,284.6,0.0285,4.09,4.09,"Z","F",0.5,"Z38_2023",2022,0,3,3,"J4940_2021","J4940_2022","J4940_2023",NA,NA,NA,NA,41.8,215.8,41.8,215.8,"Z06","Z06_2022","owner",NA,"J1879","J933",NA,"J4940 J1879","J4940 J1879_2022",5,0,NA,NA,-11.548965179482,"negative",0,0,NA,"J4940J1879",4,"Medium",41.3,"J4940J1879_2022",226,4.46668342537116,"J4940J933_2023",2021,"NA_2021",NA,NA,NA,NA,2023,NA,-1,1,2,1,4,"Low",NA,NA,NA,NA,-11.5360036454571,-1.85542168674699,-11.548965179482,"J4940 J933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
"J5087","B",44,"B44",2023,"03/04/2023","Y16","EA79218",10.5,0.072,0.0733,73.3,3,1.5,0.25,1,411,0.0411,2.8,2.8,"Y","M",NA,"Y16_2023",2022,0,2,2,"J5087_2021","J5087_2022","J5087_2023",NA,NA,NA,NA,39.6,213.4,39.6,213.4,NA,"NA_2022","non-owner",NA,NA,"J4104",NA,NA,"NA_2022",NA,NA,NA,NA,1.00939461572502,"positive",1,1,NA,NA,NA,NA,39.6,"NA_2022",213.4,4.18944406285359,"J4104J5087_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,1.02235614974988,-2.85542168674699,1.00939461572502,"J4104 J5087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J5088","B",49,"B49",2023,"07/04/2023","Y31","EA79219",11.1,0.0898,0.0926,92.6,3,1.5,0.25,1,631.9,0.0632,3.41,3.41,"Y","F",NA,"Y31_2023",2022,0,2,2,"J5088_2021","J5088_2022","J5088_2023",NA,NA,NA,NA,42.1,250.3,42.1,250.3,NA,"NA_2022","non-owner",NA,NA,"J2072",NA,NA,"NA_2022",NA,NA,NA,NA,20.9112584848079,"positive",1,0,NA,NA,NA,NA,42.1,"NA_2022",250.3,22.9677372430265,"J5088J2072_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,20.9242200188328,-2.85542168674699,20.9112584848079,"J5088 J2072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J5089","B",56,"B56",2023,"08/04/2023","Y35","EA79220",11.3,0.0875,0.0836,83.6,3,1.5,0.25,1,372.7,0.0373,2.23,2.23,"Y","F",1,"Y35_2023",2022,0,2,2,"J5089_2021","J5089_2022","J5089_2023",NA,NA,NA,NA,42.8,258.6,42.8,258.6,NA,"NA_2022","non-owner",NA,NA,"J2126",NA,NA,"NA_2022",NA,NA,NA,NA,24.4517803681512,"positive",1,0,NA,NA,NA,NA,42.8,"NA_2022",258.6,26.1936593334749,"J5089J2126_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,24.4647419021761,-2.85542168674699,24.4517803681512,"J5089 J2126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J5090","B",22,"B22",2023,"09/04/2023","Y17","EA79221",10.4,0.0769,0.0693,69.3,3,1.5,0.25,1,288.6,0.0289,2.08,2.08,"Y","F",NA,"Y17_2023",2022,0,2,2,"J5090_2021","J5090_2022","J5090_2023",NA,NA,NA,NA,42.1,258.2,42.1,258.2,NA,"NA_2022","non-owner",NA,NA,"J3693",NA,NA,"NA_2022",NA,NA,NA,NA,28.8112584848079,"positive",1,0,NA,NA,NA,NA,42.1,"NA_2022",258.2,30.8677372430264,"J5090J3693_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"Low",NA,NA,NA,NA,28.8242200188328,-2.85542168674699,28.8112584848079,"J5090 J3693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J5123","B",63,"B63",2023,"15/04/2023","X32","EA79222",11.7,0.092,0.0833,83.3,3,1.5,0.25,1,613.7,0.0614,3.68,3.68,"X","F",NA,"X32_2023",2022,0,2,2,"J5123_2021","J5123_2022","J5123_2023",NA,NA,NA,NA,41.1,249.2,41.1,249.2,NA,"NA_2022","non-owner",NA,NA,"J5124",NA,NA,"NA_2022",NA,NA,NA,NA,26.6105129371748,"positive",1,0,NA,NA,NA,NA,41.1,"NA_2022",249.2,29.1164199709573,"J5123J5124_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"",NA,NA,NA,NA,26.6234744711996,-2.85542168674699,26.6105129371748,"J5123 J5124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J5124","B",36,"B36",2023,"15/04/2023","X32","EA79223",12,0.1081,0.1121,112.1,3,1.5,0.25,1,950.3,0.095,4.24,4.24,"X","M",NA,"X32_2023",2022,0,2,2,"J5124_2021","J5124_2022","J5124_2023",NA,NA,NA,NA,43.3,265.6,43.3,265.6,NA,"NA_2022","non-owner",NA,NA,"J5123",NA,NA,"NA_2022",NA,NA,NA,NA,28.0521531419678,"positive",1,1,NA,NA,NA,NA,43.3,"NA_2022",265.6,29.5693179695095,"J5123J5124_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"",NA,NA,NA,NA,28.0651146759926,-2.85542168674699,28.0521531419678,"J5123 J5124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J5126","B",51,"B51",2023,"18/05/2023","X36","EA79226",10.4,0.0777,0.0687,68.7,3,1.5,0.25,1,585.6,0.0586,4.26,4.26,"X","F",NA,"X36_2023",2022,0,2,2,"J5126_2021","J5126_2022","J5126_2023",NA,NA,NA,NA,41.7,207.1,41.7,207.1,NA,"NA_2022","non-owner",NA,NA,"J5496",NA,NA,"NA_2022",NA,NA,NA,NA,-19.5690397342453,"negative",0,0,NA,NA,NA,NA,41.7,"NA_2022",207.1,-17.3327896658012,"J5126J5496_2023",2021,"NA_2021",NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"",NA,NA,NA,NA,-19.5560782002205,-2.85542168674699,-19.5690397342453,"J5126 J5496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
